UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Alberto Fernández Retweeted,@Dataclave,2021-09-04T17:12:58.000Z,"Dataclave
@Dataclave
·
Sep 4#DataClave | Alberto Fernández, de campaña por el conurbano: ""ahora la produccion y el trabajo son posibles""

 El presidente visitó la localidad del conurbano bonaerense junto a Victoria Tolosa Paz y los ministros Juan Zabaleta y Gabriel Katopodis.
dataclave.com.ar
Alberto Fernández, de campaña: ""ahora la producción y el trabajo son posibles""
El presidente visitó la localidad del conurbano bonaerense y afirmó que ""los emprendedores tienen un destino porque hay un Estado atrás que los ayuda"". Lo acompañaron Victoria Tolosa Paz y los...
32
81
234",32,81,234
Alberto Fernández Retweeted,@danimenendezok,2021-09-04T15:35:34.000Z,"Daniel Menendez
@danimenendezok
·
Sep 4Estoy en Hurlingham acompañando la visita de 
@alferdez
 junto a 
@JuanZabaletaOK
, 
@vtolosapaz
 y 
@gkatopodis
.

Vamos a volver a vivir la vida que queremos 
74
131
394",74,131,394
Alberto Fernández,@alferdez,2021-09-03T02:33:18.000Z,"Alberto Fernández
@alferdez
·
Sep 2Estoy feliz de celebrar en Chaco el #DíaDeLaIndustria. Su radicación en distintos lugares del país es central para nuestro desarrollo.

Argentina se motoriza con una industria que supera los niveles de 2019 y que no para de crecer. Ese es el futuro con el que siempre soñamos.
264
508
1.7K",264,508,1.7K
Alberto Fernández Retweeted,@KulfasM,2021-09-02T16:59:49.000Z,"Matías Kulfas
@KulfasM
·
Sep 2La falta de recursos invertidos por Larreta no puede ser atribuido a una restricción presupuestaria.

La diferencia entre un gobierno y otro en la pandemia tuvo que ver con la visión sobre la importancia de la producción y el trabajo argentino. Son dos modelos de país distintos.
86
275
952",86,275,952
Alberto Fernández Retweeted,@KulfasM,2021-09-02T16:59:49.000Z,"Matías Kulfas
@KulfasM
·
Sep 2¿Sabías que lo destinado por Larreta a políticas productivas y a sostener a los comercios que visitaste fue cinco veces menor a lo que gastó en publicidad y propaganda en plena pandemia? 

Lo podés verificar:
buenosaires.gob.ar
Ejecuciones Presupuestarias
Cálculos de recursos
28
385
1K",28,385,1K
Alberto Fernández Retweeted,@KulfasM,2021-09-02T16:59:49.000Z,"Matías Kulfas
@KulfasM
·
Sep 2Los recursos invertidos por nuestro gobierno fueron 500 veces mayores a lo que gastó el gobierno de 
@horaciorlarreta
 en asistencia al comercio y sectores productivos. 

Podés verificar los datos: https://argentina.gob.ar/sites/default/files/estrategia_para_el_desarrollo_productivo_-_2020-2023_-_vf_0.pdf…
96
278
751",96,278,751
Alberto Fernández Retweeted,@KulfasM,2021-09-02T16:59:48.000Z,"Matías Kulfas
@KulfasM
·
Sep 2Hola, 
@mariuvidal
. Es bueno que veas la realidad de empresas y comercios de CABA. 

El año pasado, desde el gobierno nacional pusimos en marcha el ATP, créditos con tasas subsidiadas y garantías públicas, entre muchos programas en los que destinamos recursos para PyMEs de CABA.
María Eugenia Vidal
@mariuvidal
 · Sep 1
Escuchando a los comerciantes y a los vecinos de la Ciudad con @PatoBullrich. Queremos acompañarlos y apoyarlos en esta situación tan difícil. En @juntoscambioar estamos unidos y preparados para defenderlos desde el Congreso e impulsar proyectos para que vivan mejor.
Show this thread
165
854
2.3K",165,854,2.3K
Alberto Fernández Retweeted,@alferdezprensa,2021-09-02T21:27:09.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Sep 2EN VIVO | El presidente Alberto Fernández encabeza el acto del Frente de Todos desde Resistencia, Chaco
Alberto Fernández Prensa
@alferdezprensa
El presidente Alberto Fernández encabeza el acto del Frente de Todos desde Resistencia, Chaco
64
135
393",64,135,393
Alberto Fernández Retweeted,@CasaRosada,2021-09-02T20:23:35.000Z,"Casa Rosada
@CasaRosada
·
Sep 2EN VIVO | El Presidente participa de la celebración del Día de la Industria en Chaco
Casa Rosada
@CasaRosada
El Presidente participa de la celebración del Día de la Industria en Chaco
79
251
606",79,251,606
Alberto Fernández Retweeted,@vtolosapaz,2021-08-31T17:20:50.000Z,"Victoria Tolosa Paz
@vtolosapaz
·
Aug 31Ayer nomás hubo una Argentina donde cerraban  25.000 pymes por las políticas de un gobierno, y a los trabajadores desempleados les aconsejaban que se reconviertan o vuelvan emprendedores.
El presidente 
@alferdez
 lo recuerda en un necesario repaso por el país que no queremos.
280
578
1.6K",280,578,1.6K
Alberto Fernández Retweeted,@Kicillofok,2021-08-31T18:21:40.000Z,"Axel Kicillof
@Kicillofok
·
Aug 31Estamos viviendo un tiempo distinto y tenemos que decidir qué camino vamos a elegir. Con trabajo, producción, educación, salud y un Estado presente vamos a construir la #LaArgentinaQueQueremos

Acompañamos al Presidente 
@alferdez
 en el encuentro del 
@FrenteDeTodos
 en Tecnópolis.
194
497
1.1K",194,497,1.1K
Alberto Fernández,@alferdez,2021-08-31T18:15:12.000Z,"Alberto Fernández
@alferdez
·
Aug 31A dos semanas de las elecciones, estamos convencidos de lo que hicimos y de lo que nos queda por hacer.
 
No fue casualidad cuidar a nuestra gente ni preservar el trabajo, la producción y la educación pública. Tampoco lo fue ampliar derechos ni garantizar un Estado presente.
3.3K
2.4K
5.8K",3.3K,2.4K,5.8K
Alberto Fernández,@alferdez,2021-08-31T18:15:15.000Z,"Alberto Fernández
@alferdez
·
Aug 31Hicimos todo esto porque está arraigado en nuestros genes desde siempre; no tenemos que disfrazarnos para este momento.

Ya cruzamos la puerta de salida. Ahora nos toca elegir qué camino queremos seguir para que tanto esfuerzo valga la pena. Construyamos #LaArgentinaQueQueremos.
366
456
1.2K",366,456,1.2K
Alberto Fernández,@alferdez,2021-08-31T15:40:16.000Z,"Alberto Fernández
@alferdez
·
Aug 31Estamos en vivo desde 
@TecnopolisArg
 en el encuentro del 
@FrenteDeTodos
.
Por #LaArgentinaQueQueremos 
Alberto Fernández Prensa
@alferdezprensa
 · Aug 31
EN VIVO | Tecnópolis - Encuentro del Frente de Todos https://twitter.com/i/broadcasts/1BRKjBmbpmRKw…
488
593
1.5K",488,593,1.5K
Alberto Fernández,@alferdez,2021-08-31T12:08:22.000Z,"Alberto Fernández
@alferdez
·
Aug 31Ayer por la tarde me reuní con los miembros de la conducción de la CGT. 

Escuché con atención sus preocupaciones y recibí con gratitud su apoyo al proyecto político que nos une.
474
414
1.5K",474,414,1.5K
Alberto Fernández,@alferdez,2021-08-31T12:08:23.000Z,"Alberto Fernández
@alferdez
·
Aug 31En la Argentina de hoy todos deben tener un trabajo. El trabajo dignifica y junto al salario son las poleas de transmisión que garantizan la escala social ascendente. 

Una Argentina con mas inversión, mas trabajo y más producción. Allí está la vida que queremos.
362
256
731",362,256,731
Alberto Fernández,@alferdez,2021-08-30T16:36:10.000Z,"Alberto Fernández
@alferdez
·
Aug 30Mis felicitaciones a 
@gustavovaldesok
 por obtener la reelección en la hermosa provincia de Corrientes.

Seguiremos trabajando unidos en la diversidad por el bien del querido pueblo correntino.
1.1K
505
3.2K",1.1K,505,3.2K
Alberto Fernández Retweeted,@alferdezprensa,2021-08-28T00:12:16.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 27“Después de cuatro años de caída de consumo permanente, una vez que asumimos al Gobierno, en los primeros tres meses que pudimos gobernar recuperamos el salario real 6 puntos.” 

El presidente 
@alferdez
 en La Pampa.
78
112
337",78,112,337
Alberto Fernández Retweeted,@alferdezprensa,2021-08-28T00:05:06.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 27""Nosotros recibimos una Argentina con una tremenda deuda externa, en default, ellos los llamaban reperfilamiento, endeudaron a la Argentina como nunca antes."" El presidente 
@alferdez
 en La Pampa.
115
203
680",115,203,680
Alberto Fernández,@alferdez,2021-08-27T23:46:11.000Z,"Alberto Fernández
@alferdez
·
Aug 27En La Pampa vi chicas y chicos jóvenes salidos de escuelas técnicas de su provincia que hoy trabajan y se desarrollan en una empresa de avanzada tecnología.

También escuché a los dueños de esa fábrica decir que quieren producir, exportar y seguir invirtiendo en nuestro país.
0:39
73.3K views
725
778
2.7K",725,778,2.7K
Alberto Fernández,@alferdez,2021-08-27T23:46:31.000Z,"Alberto Fernández
@alferdez
·
Aug 27Tenemos la oportunidad de elegir qué camino queremos seguir. Uno en el que, en lugar de brindar soluciones, endeudan a la Argentina o aquel en el que el Estado repara desigualdades y ayuda a los que producen y dan trabajo.

El país que queremos está en nuestras manos.
375
330
1K",375,330,1K
Alberto Fernández Retweeted,@SantoroLeandro,2021-08-27T03:27:04.000Z,"Leandro Santoro
@SantoroLeandro
·
Aug 27Recién fuimos a TN con nuestras modestas verdades...
621
2.1K
9.7K",621,2.1K,9.7K
Alberto Fernández Retweeted,@alferdezprensa,2021-08-26T00:56:33.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 25""Catamarca es una provincia que yo quiero mucho, y a la vez, una muy importante. Ha dado hombres trascendentales para la Argentina, como por ejemplo a Fray Mamerto Esquiú"". El presidente 
@alferdez
 en el acto por los 200 años de la Autonomía de Catamarca.
266
145
483",266,145,483
Alberto Fernández Retweeted,@alferdezprensa,2021-08-26T01:18:59.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 25""Catamarca ha vivido tiempos difíciles porque el mundo se volvió difícil. A la pandemia que vivíamos se le sumó una nueva. Una era política y la otra era real. Es imperioso que estemos unidos"". El presidente 
@alferdez
 en el acto por los 200 años de la Autonomía de Catamarca.
52
107
337",52,107,337
Alberto Fernández Retweeted,@CasaRosada,2021-08-25T22:44:08.000Z,"Casa Rosada
@CasaRosada
·
Aug 25EN VIVO | El presidente Alberto Fernández visita la provincia de Catamarca y participa en la conmemoración del Bicentenario de la Autonomía de la provincia
Casa Rosada
@CasaRosada
El presidente Alberto Fernández visita la provincia de Catamarca y participa en la conmemoración del Bicentenario de la Autonomía de la provincia
112
250
751",112,250,751
Alberto Fernández,@alferdez,2021-08-25T19:02:18.000Z,"Alberto Fernández
@alferdez
·
Aug 25Hoy el pueblo uruguayo celebra 196 años de la #DeclaratoriaDeLaIndependencia 

Conservar en la memoria las raíces soberanas y el espíritu revolucionario de nuestras naciones contribuye a la fortaleza y la unidad de Latinoamérica. Les envío mi cálido saludo en este aniversario.
300
417
2.6K",300,417,2.6K
Alberto Fernández Retweeted,@matiastombolini,2021-08-24T22:53:30.000Z,"Matias Tombolini
@matiastombolini
·
Aug 24Macri pone en debate el tema del endeudamiento externo. Pues debatamos entonces no sólo el “cuánto” (que en su gobierno fue enorme) sino también el “qué” significó el endeudamiento en la historia de nuestro país.

#LaVidaQueQueremos 
@TodosCaba
2:00
20.8K views
249
271
583",249,271,583
Alberto Fernández Retweeted,@alferdezprensa,2021-08-24T13:42:45.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 24""En pandemia trabajamos para que la economía se resienta lo menos posible y ayudamos a todo el país. Preservamos el trabajo formal con el ATP y aumentamos la Asignación Universal por Hijo"". El presidente 
@alferdez
 en su visita a San Juan.
403
224
622",403,224,622
Alberto Fernández Retweeted,@MarceOzz,2021-08-23T19:44:31.000Z,"MarceOzz
@MarceOzz
·
Aug 23""Nosotros somos el pueblo, usted nos representa y nos ayuda a salir adelante"" (
@alferdez
 en San Juan) 
800 viviendas para las familias afectadas por el sismo de enero se construyeron. 
El pueblo habla por sí solo, no necesita que otros digan ""la gente dice que"".
142
433
1.4K",142,433,1.4K
Alberto Fernández Retweeted,@alferdezprensa,2021-08-24T14:07:28.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 24""Luego del temblor que vivió San Juan, vine al día siguiente. Le pregunté a 
@sergiounac
 cuántas casas debíamos construir acá por el sismo y a la semana estaba 
@jorgeferraresi
 trabajando. Pronto 837 viviendas estarán terminadas"". El presidente 
@alferdez
 en su visita a San Juan.
98
154
421",98,154,421
Alberto Fernández Retweeted,@AgenciaElVigia,2021-08-19T22:27:47.000Z,"Agencia El Vigía
@AgenciaElVigia
·
Aug 19María Eugenia Vidal aseguró que el gobierno de 
@alferdez
 ""nos endeudó más que el de Mauricio Macri"". La respuesta del diputado nacional 
@ItaiHagman
: ""Sería bueno que tengan un poco más de humildad al hablar""
277
921
1.8K",277,921,1.8K
Alberto Fernández Retweeted,@SantiagoCafiero,2021-08-19T19:04:26.000Z,"Santiago Cafiero
@SantiagoCafiero
·
Aug 19Superamos las 46 millones de vacunas contra el COVID-19 en suelo argentino. 

La campaña de vacunación avanza y agosto será el mes de las segundas dosis. Esa es la prioridad de 
@alferdez
. Vamos a salir de la pandemia y vamos a volver a la vida que queremos.
448
433
1.3K",448,433,1.3K
Alberto Fernández Retweeted,@LicDanielArroyo,2021-08-19T15:09:29.000Z,"Daniel Arroyo
@LicDanielArroyo
·
Aug 19“En este tiempo de pandemia, logramos mantener la paz social. No era un tema menor, de hecho en América Latina hubo muchas dificultades. En Argentina lo logramos, en parte por programas como la tarjeta Alimentar”.
Esta mañana dialogué con 
@BahiaNacional
.
https://bit.ly/3z4zc73
TODS and 6 others
103
91
340",103,91,340
Alberto Fernández Retweeted,@SantoroLeandro,2021-08-20T01:02:43.000Z,"Leandro Santoro
@SantoroLeandro
·
Aug 19#Ahora Recorrida nocturna por la guardia del Hospital Ramos Mejia. De repente, médicas, enfermeros y camilleros se acercan para contame sus demandas. Saco el celular y hacemos una video llamada con el presidente.
Cosas que pasan cuando uno camina con compañeras y compañeros...
456
1.8K
7.1K",456,1.8K,7.1K
Alberto Fernández Retweeted,@JorgeRivasRS,2021-08-20T00:07:52.000Z,"Jorge RivasSocialista en el Frente de Tods.
@JorgeRivasRS
·
Aug 19Los socialistas del campo nacional y popular apoyamos a 
@SantoroLeandro
 en CABA para estas elecciones. No dudo que Leandro hará un necesario y valioso aporte para elevar el vuelo rasante que lamentablemente hoy tiene el debate político. (Video completo: https://youtu.be/yQ111sUEnqU).
87
461
1.1K",87,461,1.1K
Alberto Fernández Retweeted,@alferdezprensa,2021-08-18T18:44:12.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 18""Si en esta elección nos encontráramos frente a una góndola donde hubiera un envase del FdT y otro de JxC, su envase diría 'somos republicanos', pero contendría a un expresidente que persigue opositores"". El presidente 
@alferdez
 en el plenario del 
@FrenteDeTodos
  en La Plata.
354
234
601",354,234,601
Alberto Fernández Retweeted,@alferdezprensa,2021-08-17T21:38:44.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 17""Tengo la tranquilidad de que en este año y medio dejé todo de mí y que en los 2 años que vienen voy a poner todo lo que haga falta para que la Argentina se ponga de pie"". El presidente 
@alferdez
 en la entrega de la vivienda 20 mil y la presentación del Plan Hábitat Integral.
178
232
856",178,232,856
Alberto Fernández Retweeted,@alferdezprensa,2021-08-17T21:24:55.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 17""
@vtolosapaz
 peleó contra el hambre con la Tarjeta Alimentar para 4 millones de chicos mayores de 14 años y 
@DrDanielGollan
 puso de pie a la salud de Buenos Aires"". El presidente 
@alferdez
 en la entrega de la vivienda 20 mil y la presentación del Plan Hábitat Integral.
118
178
621",118,178,621
Alberto Fernández Retweeted,@alferdezprensa,2021-08-17T21:05:28.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 17""La política es contradicción de intereses. Nosotros representamos los intereses del pueblo y aprendí con Néstor a plantarnos frente a los poderosos"". El presidente 
@alferdez
 en la entrega de la vivienda 20 mil y la presentación del Plan Hábitat Integral.
3:40
10.7K views
79
182
608",79,182,608
Alberto Fernández,@alferdez,2021-08-18T01:20:53.000Z,"Alberto Fernández
@alferdez
·
Aug 17Somos un espacio político con matices, pero con el común denominador de que todo lo hacemos por el pueblo. 

Para nosotros la política no es un acto de marketing a fin de atraer votos. Es el compromiso de representar con orgullo los intereses de quienes buscan un futuro mejor.
945
951
3.4K",945,951,3.4K
Alberto Fernández Retweeted,@alferdezprensa,2021-08-17T20:55:38.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 17""Todos los que formamos este espacio tenemos un común denominador: todo lo que se ha hecho ha sido en favor de los que menos tienen y de los más postergados"". El presidente 
@alferdez
 en la entrega de la vivienda 20 mil y la presentación del Plan Hábitat Integral.
70
160
571",70,160,571
Alberto Fernández Retweeted,@SantoroLeandro,2021-08-18T01:09:00.000Z,"Leandro Santoro
@SantoroLeandro
·
Aug 17Sentime algo Dario 
@sztajnszrajber
: Ya q el sábado a la tarde nos juntamos para hablar de filosofía política en el Parque Saavedra ¿Te parece q invitemos a todxs lxs q quieran venir?

Si respetamos la distancia y usamos todxs barbijo, yo creo q puede estar bueno!
513
1.9K
10.1K",513,1.9K,10.1K
Alberto Fernández,@alferdez,2021-08-17T20:57:07.000Z,"Alberto Fernández
@alferdez
·
Aug 17Me enorgullece haber entregado la vivienda 20 mil. La pandemia no detuvo nuestro compromiso con las familias que necesitaban un techo.

Las puertas y ventanas de estas casas se hicieron en el Servicio Penitenciario Federal. Hoy no solo damos alegría, también trabajo y dignidad.
Cristina Kirchner and 6 others
1.3K
1.4K
6.1K",1.3K,1.4K,6.1K
Alberto Fernández Retweeted,@SantiagoCafiero,2021-08-14T16:47:39.000Z,"Santiago Cafiero
@SantiagoCafiero
·
Aug 14El presidente 
@alferdez
 relanzó el programa PreViaje para acompañar la recuperación de la industria del turismo.

Si reservás tus vacaciones a partir de noviembre, vas a recibir 50% de reintegro. Conocé más en http://previaje.gob.ar
280
292
976",280,292,976
Alberto Fernández Retweeted,@alferdezprensa,2021-08-14T18:39:45.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 14""Quisiera decirle a todo el sector del turismo que sepan que estoy para ayudarlos. Voy a estar acompañando a todos y cada uno de los que se cayeron. Pondremos de pie al turismo en la Argentina"". El presidente 
@alferdez
 en la presentación de la segunda edición del #PreViaje.
854
515
1.4K",854,515,1.4K
Alberto Fernández,@alferdez,2021-08-15T02:25:48.000Z,"Alberto Fernández
@alferdez
·
Aug 14Celebro el Acuerdo de Entendimiento entre venezolanos. 
El diálogo y el respeto en la diversidad es el camino que tiene ese pueblo para construir su futuro. 
Gracias a Mexico y gracias  a Noruega por favorecer este Acuerdo. #LoLogramosEnMexico
Nicolás Maduro
@NicolasMaduro
 · Aug 13
Saludamos la firma del Memorándum de entendimiento alcanzado entre el Gobierno de la República Bolivariana de Venezuela y la Plataforma Unitaria de la Oposición. Agradecemos a México y Noruega, sus esfuerzos por la Paz del pueblo venezolano #LoLogramosEnMéxico
825
1.5K
4.1K",825,1.5K,4.1K
Alberto Fernández Retweeted,@la_campora,2021-08-14T22:57:47.000Z,"La Cámpora
@la_campora
·
Aug 14Con la mitad de la indignación mediática de estos días aplicada a otras fotos nos hubiéramos ahorrado el endeudamiento de las próximas décadas.
2.6K
3.4K
7.4K",2.6K,3.4K,7.4K
Alberto Fernández,@alferdez,2021-08-14T20:19:37.000Z,"Alberto Fernández
@alferdez
·
Aug 14El turismo fue la actividad más dañada por la pandemia. Por eso, estoy muy contento de lanzar la segunda edición del programa #PreViaje.
 
Quiero que cada persona que trabaja en el sector sepa que estoy para ayudarla. Vamos a volver a salir y a disfrutar de nuestra tierra.
Ministerio de Turismo y Deportes
@TurDepAR
 · Aug 14
En el momento más difícil del turismo, lanzamos #PreViaje para iniciar la reactivación del sector. 

Para que más argentinas y argentinos vuelvan a disfrutar de nuestros destinos, presentamos la segunda edición del programa.

 http://previaje.gob.ar

#VuelvePreViaje
1.2K
805
2.8K",1.2K,805,2.8K
Alberto Fernández Retweeted,@CasaRosada,2021-08-14T16:07:10.000Z,"Casa Rosada
@CasaRosada
·
Aug 14EN VIVO | El presidente Alberto Fernández presenta en Misiones la segunda edición del programa Previaje 2021-2022
Casa Rosada
@CasaRosada
El presidente Alberto Fernández presenta en Misiones la segunda edición del programa Previaje 2021-2022
259
393
1K",259,393,1K
Alberto Fernández Retweeted,@p_justicialista,2021-08-11T16:11:33.000Z,"Partido Justicialista
@p_justicialista
·
Aug 11#LaVidaQueQueremos es con una Argentina que consolide a la ciencia y tecnología como pieza fundamental del desarrollo nacional.

Así estaremos mejor preparados para los desafíos globales, con trabajo y oportunidades para todos y todas. 

#VamosArgentina
Alberto Fernández and 9 others
38
152
358",38,152,358
Alberto Fernández Retweeted,@alferdezprensa,2021-08-12T02:18:43.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 11""Lo que le estamos diciendo al FMI es que nos de tiempo y condiciones para pagar y que no pretenda que le paguemos como Macri prometió. Le prestaron la plata a un irresponsable y nos toca hacernos cargo"". El presidente 
@alferdez
 con 
@juleiva
 en #CajaNegra de 
@filonewsOK
.
53
142
424",53,142,424
Alberto Fernández Retweeted,@alferdezprensa,2021-08-12T17:43:03.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 12""En este tiempo la recuperación empieza a sentirse. La actividad industrial y el empleo llevan meses consecutivos de crecimiento. Es el tiempo también de pensar en lo que menos tienen"". El presidente 
@alferdez
 en el lanzamiento de un plan para trabajadores rurales.
1:55
7.7K views
59
129
322",59,129,322
Alberto Fernández Retweeted,@alferdezprensa,2021-08-12T02:59:11.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 11""Al que me escribe lo atiendo y me dicen: es una locura lo que hacés, pero yo no quiero dejar de ser ese Alberto Fernández"". El presidente 
@alferdez
 con 
@juleiva
 en #CajaNegra de 
@filonewsOK
.
57
92
365",57,92,365
Alberto Fernández Retweeted,@JuanManzurOK,2021-08-12T18:23:49.000Z,"Juan Manzur
@JuanManzurOK
·
Aug 12En la hermosa ciudad de Concordia, Entre Ríos, invitado especialmente por el presidente Alberto Fernández participé del lanzamiento del Plan para la Promoción del Trabajo Registrado y de la ampliación de la protección social para 250.000 trabajadores rurales del país.
Alberto Fernández and 6 others
104
49
210",104,49,210
Alberto Fernández Retweeted,@JuanManzurOK,2021-08-12T18:23:50.000Z,"Juan Manzur
@JuanManzurOK
·
Aug 12Agradezco las cálidas palabras del amigo 
@alferdez
  en este acto. También quiero decirle que sin él en la presidencia hubiera sido mucho más duro enfrentar los desafíos de la pandemia. No tengo dudas de que juntos vamos a seguir #ConstruyendoFuturo para Tucumán y la Argentina.
22
38
93",22,38,93
Alberto Fernández Retweeted,@alferdezprensa,2021-08-12T18:28:25.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 12”Los trabajadores de cosecha cuentan con momentos inactivos y tenían el dilema de cobrar un plan o volver a trabajar. Ahora será compatible trabajar y contar con un plan que los ampare”. El presidente 
@alferdez
 en el lanzamiento de un plan para trabajadores rurales.
27
135
368",27,135,368
Alberto Fernández Retweeted,@alferdezprensa,2021-08-12T01:11:05.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 11""Basta de hipocresía. La marihuana daña, pero el mayor problema que tenemos con la juventud es el alcohol y no se afectan por eso. Debemos abrir un debate en algún momento sobre la legalización de la marihuana”. El presidente 
@alferdez
 con 
@juleiva
 en #CajaNegra de 
@filonewsOK
.
178
390
1.3K",178,390,1.3K
Alberto Fernández Retweeted,@alferdezprensa,2021-08-12T00:44:52.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 11""Los avances tecnológicos que permitan que el Estado conozca si alguien la está pasando mal o si alguien está estafando me parecen buenos. El problema no es tener la información, es cómo se usa"". El presidente 
@alferdez
 con 
@juleiva
 en #CajaNegra de 
@filonewsOK
.
35
125
387",35,125,387
Alberto Fernández Retweeted,@alferdezprensa,2021-08-12T00:22:16.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 11""Hay periodistas intelectualmente honestos, hay periodistas que no lo son. Y hay medios que claramente defienden intereses corporativos o económicos. Esos intereses marcan su agenda"". El presidente 
@alferdez
 con 
@juleiva
 en #CajaNegra de 
@filonewsOK
.
2:49
13K views
40
189
562",40,189,562
Alberto Fernández Retweeted,@alferdezprensa,2021-08-12T00:01:56.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 11""Me gustaría que cada uno de los chicos que nos están escuchando sepa que en verdad no los encerré, los cuidé. Yo quise cuidarlos y no había otra salida"". El presidente 
@alferdez
 con 
@juleiva
 en #CajaNegra de 
@filonewsOK
.
181
232
735",181,232,735
Alberto Fernández Retweeted,@alferdezprensa,2021-08-11T23:53:15.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 11""Pensé en el Programa contra el Hambre como algo que nos iba a unir a todos, pero ni en eso nos acompañaron. Hay un sector al que no le conmueve saber que el 60% de los chicos menores de 14 años son pobres"". El presidente 
@alferdez
 con 
@juleiva
 en #CajaNegra de 
@filonewsOK
.
740
707
1.7K",740,707,1.7K
Alberto Fernández Retweeted,@alferdezprensa,2021-08-11T23:34:23.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 11""Le decía a Cristina que difícilmente vuelva a vivir 2 años tan duros como estos. Tengo la íntima tranquilidad de que dejé todo, todo lo que pude poner lo puse. Mi día empieza a las 7:30 am y termina a las 2am"". El presidente 
@alferdez
 con 
@juleiva
 en #CajaNegra de 
@filonewsOK
.
163
510
1.7K",163,510,1.7K
Alberto Fernández Retweeted,@juleiva,2021-08-11T17:24:05.000Z,"Julio Leiva
@juleiva
·
Aug 11Caja Negra con 
@alferdez
Hoy 19 hs por el canal de youtube de 
@filonewsOK
. 
Por primera vez un Presidente viene a un programa periodístico en Internet.
178
583
6K",178,583,6K
Alberto Fernández Retweeted,@CasaRosada,2021-08-10T19:42:08.000Z,"Casa Rosada
@CasaRosada
·
Aug 10EN VIVO | El Presidente encabeza el acto de presentación de Activar Cultura, una serie de medidas que incluye líneas de financiamiento para la producción y el trabajo del sector de la cultura, en el Centro Cultural Kirchner.
Casa Rosada
@CasaRosada
El Presidente encabeza el acto de presentación de Activar Cultura, una serie de medidas que incluye líneas de financiamiento para la producción y el trabajo del sector de la cultura, en el Centro Cultural Kirchner.
67
266
617",67,266,617
Alberto Fernández,@alferdez,2021-08-10T18:28:05.000Z,"Alberto Fernández
@alferdez
·
Aug 10Inauguramos 100 obras de las 1.819 que estamos haciendo en todo el país.

Nosotros no necesitamos hablar de la gente. Estamos con ellos y trabajamos por ellos desde siempre. Para que hoy, con estas obras, tengan garantizado su derecho a vivir en un país más justo y más federal.
Gabriel Katopodis and 2 others
728
940
3.3K",728,940,3.3K
Alberto Fernández Retweeted,@CasaRosada,2021-08-10T15:10:54.000Z,"Casa Rosada
@CasaRosada
·
Aug 10EN VIVO | El Presidente inaugura 100 obras públicas en simultáneo en todo el país.
1:07:43
28.2K viewers
Casa Rosada
@CasaRosada
El Presidente inaugura 100 obras públicas en simultáneo en todo el país.
180
569
1.2K",180,569,1.2K
Alberto Fernández Retweeted,@filonewsOK,2021-08-09T21:48:40.000Z,"Filo.news
@filonewsOK
·
Aug 9 Hasta 
@alferdez
 se quiere sentar en el sillón de Caja Negra 

 En diálogo con 
@juleiva
, el Presidente hablará de su vida personal, su carrera política, las críticas a su gestión y los momentos más importantes que vivió en el último tiempo 
116
338
2.1K",116,338,2.1K
Alberto Fernández Retweeted,@alferdezprensa,2021-08-09T17:18:45.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Aug 9""Tengo un gen que la madurez no apagó aún. Se dice que uno es revolucionario de joven y conservador de viejo. Yo sigo manteniendo viva la vocación revolucionaria que tenía en mi juventud"". El presidente 
@alferdez
 en el lanzamiento de la segunda etapa de “Argentina Programa”.
300
351
1K",300,351,1K
Alberto Fernández Retweeted,@martinrgill,2021-08-09T22:34:12.000Z,"Martín Gill
@martinrgill
·
Aug 9El Presidente 
@alferdez
 asumió el compromiso de dar vuelta definitivamente la página de desencuentros con #Córdoba y lo cumplió en los 18 meses más difíciles en la historia de nuestro país. 

#LaVidaQueQueremos. 
33
116
463",33,116,463
